claim_id,exhibit,claim,value,ci95,n,source_json,json_path,code,sha256_16,path_status
E02b,T4,"Null SD, unwinsorized.",0.1808,,,harness30/out/I60.json,estimates.specs.raw.null_sd,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E02c,T4,"Randomization p, unwinsorized.",0.0005,,,harness30/out/I60.json,estimates.specs.raw.RI_p,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E03,T4,"Gradient, winsorized 1/99.",0.8157,,,harness30/out/I60.json,estimates.specs.winsor_1_99.observed,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E03a,T4,"Null mean, 1/99.",0.1141,,,harness30/out/I60.json,estimates.specs.winsor_1_99.null_mean,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E03b,T4,"Null SD, 1/99.",0.1712,,,harness30/out/I60.json,estimates.specs.winsor_1_99.null_sd,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E03c,T4,"Randomization p, 1/99.",0.001,,,harness30/out/I60.json,estimates.specs.winsor_1_99.RI_p,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E04,T4,"Gradient, winsorized 10/90.",0.6339,,,harness30/out/I60.json,estimates.specs.winsor_10_90.observed,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E04a,T4,"Null mean, 10/90.",0.0959,,,harness30/out/I60.json,estimates.specs.winsor_10_90.null_mean,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E04b,T4,"Null SD, 10/90.",0.1359,,,harness30/out/I60.json,estimates.specs.winsor_10_90.null_sd,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E04c,T4,"Randomization p, 10/90.",0.0005,,,harness30/out/I60.json,estimates.specs.winsor_10_90.RI_p,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E05,T4,Gradient using hires implied by the accounting identity.,0.365,,288,harness30/out/I60.json,estimates.specs.implied_hires.observed,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E05a,T4,"Null mean, implied hires.",0.0601,,,harness30/out/I60.json,estimates.specs.implied_hires.null_mean,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E05b,T4,"Null SD, implied hires.",0.1388,,,harness30/out/I60.json,estimates.specs.implied_hires.null_sd,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E05c,T4,"Randomization p, implied hires.",0.0125,,,harness30/out/I60.json,estimates.specs.implied_hires.RI_p,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
E05d,T4,"Standardized distance, implied hires.",2.2,,,harness30/out/I60.json,estimates.specs.implied_hires.z,P014_upgrade_package/harness30/i60_speccurve.py,e0629d8634e450c1,GO
F01,T7,State-gradient pre-trend: mean over the four pre-deal quarters.,-0.0121,"[-0.1633, 0.131]",304,harness30/out/I61.json,estimates.panelB_pre_joint.pre_mean,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F01a,T7,Largest absolute pre-deal quarterly gradient.,0.0871,,,harness30/out/I61.json,estimates.panelB_pre_joint.max_abs_pre,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F01b,T7,Mean state gradient over the four post-deal quarters.,0.1259,,,harness30/out/I61.json,estimates.panelB_pre_joint.post_mean,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F01c,T7,Equivalence bound used for the pre-trend test.,0.1259,,,harness30/out/I61.json,estimates.panelB_pre_joint.SESOI,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F02,T7,Pre-deal quarter -4.,0.0871,"[-0.1605, 0.3354]",,harness30/out/I61.json,estimates.panelA_treated_path.q-4.grad,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F02a,T7,Pre-deal quarter -3.,-0.0416,"[-0.3299, 0.2241]",,harness30/out/I61.json,estimates.panelA_treated_path.q-3.grad,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F02b,T7,Pre-deal quarter -2.,-0.0377,"[-0.2611, 0.1851]",,harness30/out/I61.json,estimates.panelA_treated_path.q-2.grad,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F02c,T7,Pre-deal quarter -1.,-0.0564,"[-0.3332, 0.2288]",,harness30/out/I61.json,estimates.panelA_treated_path.q-1.grad,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
F03,T7,"Post-deal quarter 2, the largest quarterly gradient.",0.2395,"[-0.0321, 0.4948]",,harness30/out/I61.json,estimates.panelA_treated_path.q2.grad,P014_upgrade_package/harness30/i61_gradient_pretrend.py,e6649983da0e09ff,GO
G01,T4,"Joint randomization test on the (hiring, churn, employment) vector: Mahalanobis distance.",28.35,,,harness30/out/I62.json,estimates.panelB_joint.mahalanobis_obs,P014_upgrade_package/harness30/i62_power3.py,a1f30578a9f1550c,GO
G01a,T4,Joint test: 95th percentile of the null Mahalanobis distance.,7.6,,,harness30/out/I62.json,estimates.panelB_joint.mahalanobis_null_p95,P014_upgrade_package/harness30/i62_power3.py,a1f30578a9f1550c,GO
G01b,T4,Joint randomization-inference p.,0.0005,,,harness30/out/I62.json,estimates.panelB_joint.RI_p_joint,P014_upgrade_package/harness30/i62_power3.py,a1f30578a9f1550c,GO
G02,OA,Sample recovery: state window at least 6 of 12 months — gradient.,0.6545,,310,harness30/out/I63.json,estimates.A' 상태창 ≥6개월.observed,P014_upgrade_package/harness30/i63_sample_expansion.py,f40b9f2e89baca27,GO
G02a,OA,Sample recovery: standardized distance.,4.57,,,harness30/out/I63.json,estimates.A' 상태창 ≥6개월.z,P014_upgrade_package/harness30/i63_sample_expansion.py,f40b9f2e89baca27,GO
G02b,OA,Recovered events' mean response.,0.1115,,,harness30/out/I63.json,estimates.A' 상태창 ≥6개월.recovered.eff_new,P014_upgrade_package/harness30/i63_sample_expansion.py,f40b9f2e89baca27,GO
G02c,OA,"Original events' mean response, same design.",0.1945,,,harness30/out/I63.json,estimates.A' 상태창 ≥6개월.recovered.eff_old,P014_upgrade_package/harness30/i63_sample_expansion.py,f40b9f2e89baca27,GO
G03,OA,Attrition: events lacking a fully observed state window.,53,,,harness30/out/I63.json,estimates.attrition.state_window,P014_upgrade_package/harness30/i63_sample_expansion.py,f40b9f2e89baca27,GO
G03a,OA,Attrition: no untreated firm in the state-balanced cell.,17,,,harness30/out/I63.json,estimates.attrition.no_cell,P014_upgrade_package/harness30/i63_sample_expansion.py,f40b9f2e89baca27,GO
G03b,OA,Attrition: no usable outcome window.,22,,,harness30/out/I63.json,estimates.attrition.outcome,P014_upgrade_package/harness30/i63_sample_expansion.py,f40b9f2e89baca27,GO
G04,OA,"Exact tercile, k = 20: standardized distance.",4.12,,,harness30/out/I62.json,estimates.bin_k20.z,P014_upgrade_package/harness30/i62_power3.py,a1f30578a9f1550c,GO
G04a,OA,"Distance metric, k = 20: standardized distance.",2.65,,,harness30/out/I62.json,estimates.dist_k20.z,P014_upgrade_package/harness30/i62_power3.py,a1f30578a9f1550c,GO
H01,T7,Pre-deal state gradient at twelve-month resolution.,0.1068,"[-0.1955, 0.4351]",283,harness30/out/I64.json,estimates.pre_12m.observed,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
H02,T7,"Post-deal state gradient, same events and resolution.",0.725,"[0.3259, 1.1081]",,harness30/out/I64.json,estimates.post_12m.observed,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
H03,T7,Pre-deal gradient among untreated pseudo-events.,0.391,,,harness30/out/I64.json,estimates.pre_12m.null_mean,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
H03a,T7,Standardized distance of the treated pre-deal gradient from the untreated null.,-2.09,,,harness30/out/I64.json,estimates.pre_12m.z,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
H03b,T7,"Two-sided randomization p, treated versus untreated pre-deal gradient.",0.051,,,harness30/out/I64.json,estimates.pre_12m.RI_p_two_sided,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
H04,T7,"Relative-magnitude breakdown value for the gradient, twelve-month resolution.",3.126,,,harness30/out/I64.json,estimates.honestdid.resolution_12m.Mbar,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
H04a,OA,Relative-magnitude breakdown at quarterly resolution (noise-dominated).,0,,,harness30/out/I64.json,estimates.honestdid.resolution_quarterly.Mbar,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
H05,T7,Equivalence margin on the binding side.,0.2899,,,harness30/out/I64.json,estimates.equivalence_12m.margin.1,P014_upgrade_package/harness30/i64_pretrend_honest.py,c40984e3e110919e,GO
E01h,T4,"Primary gradient: bootstrap 95% CI, clustered on treated firms.",0.7101,"[0.3187, 1.1254]",286,harness30/out/I65.json,estimates.panelA_firm_cluster.ci95,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
E01i,T4,"Primary gradient: bootstrap SD, treated-firm clusters.",0.2039,,,harness30/out/I65.json,estimates.panelA_firm_cluster.boot_sd,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
E01j,T4,Primary gradient: bootstrap 95% CI with winsorization cut-offs held at full-sample values.,0.7101,"[0.3162, 1.1008]",,harness30/out/I65.json,estimates.panelB_fixed_cuts.ci95,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
E01k,T4,"Effect of an interquartile move in the pre-deal state, corrected design.",0.2005,"[0.09, 0.3177]",286,harness30/out/I65.json,estimates.panelF_magnitude.effect_iqr,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
E01l,T4,Interquartile range of the pre-deal state among treated events.,0.2823,,286,harness30/out/I65.json,estimates.panelF_magnitude.S_iqr,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
C98,T7,"Distinct control firms used across events, corrected design.",1144,,286,harness30/out/I65.json,estimates.panelC_reuse.n_unique_controls,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
C98a,T7,"Share of control firms used exactly once, corrected design.",0.9502,,,harness30/out/I65.json,estimates.panelC_reuse.share_used_once,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
C98b,T7,"Maximum number of events a single control firm serves, corrected design.",3,,,harness30/out/I65.json,estimates.panelC_reuse.max_reuse,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
C98c,T7,"Gradient interval with the bootstrap clustered on control firms, corrected design.",0.7101,"[0.4595, 0.8771]",,harness30/out/I65.json,estimates.panelD_control_cluster.ci95,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
C98d,T7,"Gradient with each control firm assigned to at most one event, corrected design.",0.7036,,286,harness30/out/I65.json,estimates.panelE_one_to_one.observed,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
C98e,T7,Conservative interval: wider of the treated-firm and control-firm clusterings.,0.7101,"[0.3187, 1.1254]",286,harness30/out/I65.json,estimates.conservative_union_ci,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
S01,T1,"Pension panel coverage, first month.",2015-11,,,harness30/out/I65.json,estimates.panelG_period.panel_first,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
S02,T1,"Pension panel coverage, last month.",2026-05,,,harness30/out/I65.json,estimates.panelG_period.panel_last,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
S03,T1,Baseline matched design: first deal month.,2016-12,,379,harness30/out/I65.json,estimates.panelG_period.baseline_first_deal_month,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
S04,T1,Baseline matched design: last deal month.,2026-06,,379,harness30/out/I65.json,estimates.panelG_period.baseline_last_deal_month,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
S05,T1,Primary gradient sample: first deal month.,2017-11,,286,harness30/out/I65.json,estimates.panelG_period.gradient_first_deal_month,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
S06,T1,Primary gradient sample: last deal month.,2025-05,,286,harness30/out/I65.json,estimates.panelG_period.gradient_last_deal_month,P014_upgrade_package/harness30/i65_bootci_reuse.py,7375940003805922,GO
H06,T7,Pre-deal gradient with a non-overlapping state window (months -36/-25).,-0.0777,,250,harness30/out/I66.json,estimates.panelA_pretrend_early_state.observed,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
H06a,T7,Placebo null mean for the non-overlapping pre-deal gradient.,0.0993,"[-0.1573, 0.3721]",,harness30/out/I66.json,estimates.panelA_pretrend_early_state.null_mean,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
H06b,T7,Excess of the non-overlapping pre-deal gradient over its null.,-0.177,"[-0.4394, 0.0854]",250,harness30/out/I66.json,estimates.panelA_pretrend_early_state.excess_ci,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
H06c,T7,Two-sided p for the non-overlapping pre-deal gradient.,0.1919,,,harness30/out/I66.json,estimates.panelA_pretrend_early_state.p_two_sided,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
H06d,T7,Equivalence: the non-overlapping pre-deal excess interval lies inside +/-0.7101.,True,,,harness30/out/I66.json,estimates.panelA_pretrend_early_state.equiv_vs_effect_0710,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E06,T4,"Post-deal gradient with the state measured over months -36/-25, corrected design.",0.2675,"[-0.144, 0.3977]",238,harness30/out/I66.json,estimates.panelB_post_early_state.observed,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E07,T4,"Gradient in asinh(hires/employment), retaining zero-hire windows.",0.2062,"[0.0654, 0.2951]",289,harness30/out/I66.json,estimates.panelC_asinh.observed,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E07a,T4,"Two-sided p for the asinh gradient. (two-sided; reported for reference, not featured)",0.002,,,harness30/out/I66.json,estimates.panelC_asinh.p_two_sided,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E07b,T4,Standardized distance for the asinh gradient.,3.08,,,harness30/out/I66.json,estimates.panelC_asinh.z,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E08,T4,"Gradient in log1p(hires/employment), retaining zero-hire windows.",0.1623,"[0.0575, 0.2336]",289,harness30/out/I66.json,estimates.panelD_log1p.observed,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E08a,T4,"Two-sided p for the log1p gradient. (two-sided; reported for reference, not featured)",0.004,,,harness30/out/I66.json,estimates.panelD_log1p.p_two_sided,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E08b,T4,Standardized distance for the log1p gradient.,3.24,,,harness30/out/I66.json,estimates.panelD_log1p.z,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E09,T4,Events lost to the positive-hiring requirement of the log specification.,3,,289,harness30/out/I66.json,estimates.panelE_positivity_selection.n_dropped_by_positivity,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E09a,T4,Share of events lost to the positive-hiring requirement.,0.0104,,,harness30/out/I66.json,estimates.panelE_positivity_selection.share_dropped,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
C90n,T4,"Relative employment gradient at 12 months, corrected design.",-0.0316,"[-0.2853, 0.003]",291,harness30/out/I67.json,estimates.horizons.h12.observed,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90nz,T4,"Standardized distance, relative employment at 12 months.",-1.92,,,harness30/out/I67.json,estimates.horizons.h12.z,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90np,T4,"Two-sided p, relative employment at 12 months.",0.041,,,harness30/out/I67.json,estimates.horizons.h12.p_two_sided,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90an,T4,"Relative employment gradient at 24 months, corrected design.",-0.1616,"[-0.4549, 0.0424]",245,harness30/out/I67.json,estimates.horizons.h24.observed,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90anz,T4,"Standardized distance, relative employment at 24 months.",-1.63,,,harness30/out/I67.json,estimates.horizons.h24.z,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90anp,T4,"Two-sided p, relative employment at 24 months.",0.095,,,harness30/out/I67.json,estimates.horizons.h24.p_two_sided,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90bn,T4,"Relative employment gradient at 36 months, corrected design.",-0.2092,"[-0.6927, -0.0531]",203,harness30/out/I67.json,estimates.horizons.h36.observed,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90bnz,T4,"Standardized distance, relative employment at 36 months.",-2.29,,,harness30/out/I67.json,estimates.horizons.h36.z,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
C90bnp,T4,"Two-sided p, relative employment at 36 months.",0.029,,,harness30/out/I67.json,estimates.horizons.h36.p_two_sided,P014_upgrade_package/harness30/i67_emp_horizons.py,7a45b2ddbf3d9bac,GO
R01,F1,Quarterly hiring-rate event path: largest absolute pre-deal quarter.,0.0034,,361,harness30/out/I68.json,estimates.pre_max_abs,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
R02,F1,Quarterly hiring-rate event path: first quarter after the deal.,0.0138,"[0.0032, 0.025]",353,harness30/out/I68.json,estimates.beta.q1.b,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
R03,F1,Quarterly hiring-rate event path: largest post-deal quarter (q5).,0.0169,"[0.0068, 0.027]",333,harness30/out/I68.json,estimates.beta.q5.b,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
R04,F1,Quarterly hiring-rate event path: smallest positive post-deal quarter through q10 (q6).,0.0012,"[-0.0093, 0.0107]",317,harness30/out/I68.json,estimates.beta.q6.b,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
R05,F1,Quarterly hiring-rate event path: quarter 11.,-0.0009,"[-0.0117, 0.0104]",265,harness30/out/I68.json,estimates.beta.q11.b,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
R06,F1,Quarterly hiring-rate event path: quarter 12.,-0.0047,"[-0.0168, 0.0094]",249,harness30/out/I68.json,estimates.beta.q12.b,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
R07,F1,Sum of the first four post-deal quarters (compare Table 3 hiring-rate DiD 0.0485).,0.0482,,353,harness30/out/I68.json,estimates.beta,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
R08,F1,Events in the quarterly hiring-rate event path.,361,,361,harness30/out/I68.json,estimates.n_ev,P014_upgrade_package/harness30/i68_hiring_rate_es.py,34f11a655469a036,GO
S07,T1,Baseline matched events with a complete +1..+12 outcome window.,364,,379,harness30/out/I69.json,estimates.panelB_windows.post_window_complete,P014_upgrade_package/harness30/i69_sample_flow.py,44729d87d1d671cd,OK
S08,T1,Baseline matched events whose post-deal window is not yet complete (deals closing after May 2025).,15,,379,harness30/out/I69.json,estimates.panelB_windows.post_window_incomplete,P014_upgrade_package/harness30/i69_sample_flow.py,44729d87d1d671cd,OK
S09,T1,Last deal month with a complete post-deal window.,2025-05,,,harness30/out/I69.json,estimates.panelB_windows.last_deal_month_with_post_window,P014_upgrade_package/harness30/i69_sample_flow.py,44729d87d1d671cd,OK
S10,T1,Events in the conventional (state-unbalanced) heterogeneity design; not a stage of the sample flow.,301,,301,harness30/out/I69.json,estimates.panelC_dates.conventional_design_n,P014_upgrade_package/harness30/i69_sample_flow.py,44729d87d1d671cd,OK
E07c,T3,Upper-tail placebo p for the asinh gradient (featured; directional hypothesis).,0.001,,,harness30/out/I66.json,estimates.panelC_asinh.p_upper,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E08c,T3,Upper-tail placebo p for the log1p gradient (featured).,0.002,,,harness30/out/I66.json,estimates.panelD_log1p.p_upper,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
E06a,T3,"Upper-tail placebo p, state measured over months -36/-25 (featured).",0.1789,,,harness30/out/I66.json,estimates.panelB_post_early_state.p_upper,P014_upgrade_package/harness30/i66_pretrend_zeros.py,bbc7a9f1f1a32a8b,GO
D07d,T3,"Upper-tail placebo p, log hire count (featured).",0.007,,,harness30/out/I59.json,estimates.lN.p_upper,,,GO
D08d,T3,"Upper-tail placebo p, hire count controlling for the change in employment.",0.001,,,harness30/out/I59.json,estimates.lN_ctrlE.p_upper,,,GO
E01m,T3,Two-sided placebo p for the headline gradient (reference only; the featured upper-tail p is 0.0005).,0.001,,286,harness30/out/I59.json,estimates.lrate.p_two,,,GO
